cid,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname,user_level,is_mobile,user_client
46,12582395044,3303098,380cbeee-742c-4312-ba14-762733ee37c4,第二次买了，价格实惠，还不是转基因，很不错，真的是不错，下次还会买,2019-3-26 15:35,3303098,2019-3-25 13:33,5,houyang200,钻石会员,TRUE,来自京东Android客户端
47,12432184175,3303098,2935e9cd-1996-4c73-a877-00490b90a131,老品牌了，多次购买，价格优惠。京东快递员送货速度快，到家。赞一个。,2019-2-1 23:25,3303098,2019-1-29 22:36,5,梁***佰,PLUS会员,TRUE,来自京东Android客户端
48,12384766872,3303098,11a7f982-64c5-4312-a0f4-bd71ea37878e,昨天晚上下单，今天不到中午就到了，太方便了。囤年货，囤年货，囤年货。,2019-1-18 11:41,3303098,2019-1-11 13:17,5,j***2,钻石会员,TRUE,来自京东Android客户端
49,12388032751,3303098,28062776-bd6c-457e-804e-08d2b4edb888,过年咯，小区买了很多金龙鱼分给大家坐过年礼物。真不错，服务周到！,2019-1-19 11:22,3303098,2019-1-15 8:51,5,w***1,企业会员,TRUE,来自京东iPhone客户端
50,10851424732,3303098,726e82f1-3c7d-466d-b332-51afff1a8c71,东西收到了，正品，第N次购买了，做出来的菜味道很好，发货很快，配送也很快，服务态度很好！！！,2017-10-11 14:47,3303098,2017-7-20 15:38,5,j***v,银牌会员,TRUE,来自京东Android客户端
51,12622372382,3303098,5b4cbf73-768f-4323-8a87-0c5861145c3b,油不错，价廉物美，京东物流，宇宙第一，刷新物流速度，~追不上的脚步，要坚持向好，赞赞,2019-4-7 11:54,3303098,2019-3-30 9:40,5,jd王亚丢,PLUS会员,TRUE,来自京东Android客户端
52,12421099168,3303098,51de64d8-44c1-4cdd-b08f-3373a99372db,玉米油很正宗，吃过后感觉还好，所以再来买。京东服务快递超快，晚上十一点下单，早上就送到，喜欢。。,2019-1-28 21:15,3303098,2019-1-27 22:43,5,b***e,PLUS会员,TRUE,来自京东Android客户端
53,12434783624,3303098,faead1a3-fc1c-43ba-8005-40a61f8f46f6,"已经用掉两桶啦，质量没得说的哦
老妈老爸都夸买对了，下回搞特价一定再买。
五星好评送上。",2019-2-3 11:09,3303098,2018-12-12 12:02,5,j***b,PLUS会员,TRUE,来自京东Android客户端
54,12450745088,3303098,d10f68a9-d4c0-46c0-8110-6771de47620b,大品牌的油脂品质还比较满意，一分钱一分货。具体需要吃了才知道到底如何。,2019-2-13 21:19,3303098,2019-2-12 21:34,5,jd_lixuan702,PLUS会员,TRUE,来自京东iPhone客户端
55,12640814371,3303098,291ece88-a7e0-4912-a745-d5bab6ac7e43,一直在京东买食用油，每次买我都是奇怪奇怪的，买买下来之后就方便很多。更优惠，更加的实惠，比在超市买的。之前听朋友介绍买玉米油好，很方便的昨天下单，今天就到了，真快速度，买了纸巾，今天就送到了。买家电在京东服务好品质。?????????????????????????????????????????????????,2019-4-12 13:44,3303098,2019-4-1 16:51,5,jd_136729cmu,PLUS会员,TRUE,来自京东iPhone客户端
56,12694080327,3303098,0273eef7-c639-4390-82c4-81ca00f017bb,送货很快很及时，搬家什么都没有，买了一堆，很好。,2019-4-26 11:58,3303098,2019-4-25 16:59,5,s***5,PLUS会员,TRUE,来自京东Android客户端
57,12441255938,3303098,99be55ad-0163-498c-a7a5-24d477514ae6,"基本没有认真评论过，不知浪费了多少京豆，所以以后如果是好的产品，妥妥的每次写的详细一些，这已经不知道在京东上购买东西了， 东西便宜， 质量好， 物美价廉, 买的放心又开心, 这真是买东西_上瘾的节奏啊， 根本无法停下来， 品类多， 而且齐全， 划算， 方便， 快捷， 实惠， 包装又好，没有任何破损，简直是消费者的福音， 会一直支持下去，京东可以逐不出户的懒人就能购买到的日常生活吃喝玩任何东西，真是太合适不过了！！！",2019-2-9 10:36,3303098,2019-1-19 13:00,5,林***风,PLUS会员,TRUE,来自京东Android客户端
58,12384767782,3303098,79e829a7-3c4f-4443-9ef1-cf6acb59a8fe,昨天晚上下单，今天不到中午就到了，太方便了。囤年货，囤年货，囤年货。,2019-1-18 11:41,3303098,2019-1-12 16:00,5,j***2,钻石会员,TRUE,来自京东Android客户端
59,12642932825,3303098,d1c58f0b-6077-40bd-8906-27e889043c3a,玉米油各种牌子轮流买来吃，也不知道是不是真的非转基因，因为吃不出来，也没有啥东西去鉴定，总感觉这个社会的物食品都太让人没有安全感了，所以平民们身体都越来越差～,2019-4-13 4:02,3303098,2019-4-11 8:25,5,赛***子,金牌会员,TRUE,来自京东Android客户端
60,12436516240,3303098,eb7accea-cf23-4117-8588-b10d4e691812,"京东的商品买得放心，特别满意，日期是最新的，还是互联网时代好，最主要的是足不出户就可以买到需要的商品，真的要感谢这个伟大的时代，感谢京东自营，很多的生活必需品都是从京东自营买的，特方便，买得舒心，用得放心，最后要赞一下自营快递,棒棒滴，速度超快，秒杀其他一-切快递，望继续发扬!",2019-2-4 14:17,3303098,2019-1-14 13:01,5,徐***o,银牌会员,TRUE,来自京东Android客户端
61,12479566909,3303098,9effbaa8-f5a3-4486-9631-33f382a02286,一直吃这个牌子的食用油，金龙鱼大牌子值得信赖，京东也值得信赖。快递员也非常贴心，每次看见这种重的东西都会给我送上楼，给他一个大大的赞。,2019-2-23 10:44,3303098,2019-2-14 19:25,5,n***星,PLUS会员,TRUE,来自京东Android客户端
62,12387713583,3303098,ae14dd7f-d50e-4ac9-ac29-db8283d97f15,年货备起，小区人人喜欢，过年咯&hellip;&hellip;金龙鱼好牌子！你说呢？,2019-1-19 9:52,3303098,2019-1-15 8:49,5,w***1,企业会员,TRUE,来自京东iPhone客户端
